State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price
Andhra Pradesh,Kurnool,Kurnool Apmc,Onion,Red,Faq,2026-08-28,2800.0,3200.0,3000.0
